id,Municipio,Estado,Ejercicio,Fecha del documento o corte,Original ARS,Vigente ARS,Dato destacado,ARS por habitante Censo 2022,Población Censo 2022,Alcance,Nota,Documentos
06056,Bahía Blanca,2026 verificado,2026,2026-01-09,330961123616.40,,original,983323.50,336574.0,Administración municipal. Incluye $63.429.400.000 de gastos figurativos; no sumar nuevamente el presupuesto de los organismos receptores.,,https://gobiernoabierto.bahia.gob.ar/wp-content/uploads/2026/04/6-Presupuesto-de-Gastos-por-Objeto-A%C3%B1o-2026.pdf
06063,Balcarce,2026 verificado,2026,2026-06-30,,59215056833.28,current,1208914.64,48982.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://drive.google.com/uc?export=download&id=1Pz9XM5htls5E_micuS3k_kIkFEu6RSld
06070,Baradero,2026 verificado,2026,2026-06-30,,37585772675.86,current,939597.34,40002.0,Administración municipal y Concejo Deliberante según el documento publicado. No se agregan cuentas separadas de otros organismos.,Autorización anual de gasto. El vigente incorpora las modificaciones hasta el corte indicado; no es caja disponible ni gasto ejecutado.,https://baradero.gob.ar/wp-content/uploads/2026/07/Situacion-Economico-Financiera-al-30-6-26-2.pdf
06084,Benito Juárez,2026 verificado,2026,2026-06-30,,47162671187.38,current,2115676.98,22292.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://drive.google.com/uc?export=download&id=1Q1Adx8AwntRQKNft94FDGMN7srlG8dXS
06091,Berazategui,2026 verificado,2026,2025-11-19,147306205436.24,,original,410653.13,358712.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://berazategui.gob.ar/descargas/boletin/boletin-153.pdf
06098,Berisso,2026 verificado,2026,2026-06-30,,77464891366.59,current,767511.06,100930.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://berisso.gob.ar/storage/pdfs/37bdfdcf-0d9e-4561-bc44-d276ba895f7f.pdf
06105,Bolívar,2026 verificado,2026,2026-06-30,,57902674814.19,current,1540210.53,37594.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.bolivar.gob.ar/archivos/2026-2do-trimestre-sit-economica.pdf
06112,Bragado,2026 verificado,2026,2026-08-31,,49333577474.94,current,1060845.89,46504.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://portalbragado.com.ar/informacion_fiscal_presupuestaria/regimen_provincial_fiscal_municipal/informacion_economica/SITUACION-ECONOMICO-FINANCIERA-2026.pdf
06119,Brandsen,2026 verificado,2026,2026-03-31,,23719000000.00,current,730984.96,32448.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://brandsen.gob.ar/img/pdf/SituacionEconimicaFinacieraal31demarzode2026.pdf
06126,Campana,2026 verificado,2026,2026-06-30,,142460610672.62,current,1288466.71,110566.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.campana.gob.ar/wp-content/uploads/2026/07/SEF1S2026.pdf
06140,Capitán Sarmiento,2026 verificado,2026,2026-06-30,,18015383189.60,current,1128429.89,15965.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.capitansarmiento.gob.ar/_files/ugd/df75da_162e44493a1642cb82e859bab15f5c87.pdf
06147,Carlos Casares,2026 verificado,2026,2026-06-30,,34940000000.00,current,1512554.11,23100.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://gobabierto.ar/carloscasares/wp-content/uploads/2026/07/SITUACION-ECONOMICO-FINANCIERA.pdf
06154,Carlos Tejedor,2026 verificado,2026,2026-06-30,,19774154200.42,current,1404514.11,14079.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://carlostejedor.gob.ar/wp-content/uploads/simple-file-list/Situacion-Economica-Financiera-2°-Trimestre-2026-1°-Semestre-2026.pdf
06161,Carmen de Areco,2026 verificado,2026,2026-06-30,,13840748889.28,current,790945.13,17499.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://carmendeareco.gob.ar/wp-content/uploads/2026/07/Situacion-Economico-Financiera-Junio.pdf
06168,Castelli,2026 verificado,2026,2025-12-23,15140000000.00,,original,1578069.63,9594.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://sibom.slyt.gba.gov.ar/bulletins/14380/contents/2343098
06134,Cañuelas,Pendiente,,,,,,,70684.0,,,
06210,Chacabuco,2026 verificado,2026,2026-06-30,,72513313283.18,current,1375155.28,52731.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://chacabuco.gob.ar/wp-content/uploads/situacion-financiera/8-7-2026/Situacion-Econo-Financiera%20al%2031-06-26.pdf
06218,Chascomús,2026 verificado,2026,2026-06-30,,73748699278.85,current,1737225.56,42452.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://uploads.chascomus.gob.ar/boletines/Situacion Economico Financiera Semestre I 2026.pdf
06224,Chivilcoy,Histórico,2025,2025-12-31,,49970420006.55,current,705408.32,70839.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://chivilcoy.gov.ar/wp-content/uploads/transparencia/situacioneconomica/2025-situacion-economica-financiera.pdf
06175,Colón,2026 verificado,2026,2025-12-26,27769717015.00,,original,1009661.03,27504.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.municipalidadcolonpba.gob.ar/estados/Presupuesto_de_Gastos_2026.pdf
06189,Coronel Dorrego,2026 verificado,2026,2026-06-30,,29721847407.89,current,1861338.14,15968.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://dorrego.gob.ar/mun/direcciones/administracion/menu/contabilidad/ejecuciones-trim/2026/trimestre2/Sit_Eco.rpt.pdf
06196,Coronel Pringles,2026 verificado,2026,2026-06-30,,38682241522.15,current,1584039.37,24420.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.ciudadabierta.coronelpringles.gov.ar/transparencia/siteconomicafinanciera/2026/S.E.F 1er Semestre 2026.pdf
06203,Coronel Suárez,2026 verificado,2026,2026-06-30,,62452859044.50,current,1483088.55,42110.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.coronelsuarez.gob.ar/wp-content/uploads/2026/07/Sit-Economico-Fincanciera.pdf
06182,Coronel de Marina L. Rosales,Pendiente,,,,,,,67503.0,,,
06231,Daireaux,2026 verificado,2026,2026-06-30,20507500000.00,21195788069.63,current,1150569.32,18422.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://daireaux.gob.ar/wp-content/uploads/2026/07/Estado-Ejecucion-del-Presupuesto-de-Gastos-Junio-2026.pdf
06238,Dolores,Pendiente,,,,,,,32032.0,,,
06245,Ensenada,2026 verificado,2026,2025-11-27,65000000000.00,,original,1015672.61,63997.0,Departamento Ejecutivo y Honorable Concejo Deliberante.,,https://www.ensenada.gov.ar/wp-content/uploads/2026/01/ordenanza4755fecha27112025Presupuesto2026.pdf
06252,Escobar,Histórico,2025,2025-12-31,,290495188469.47,current,1133560.13,256268.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.dropbox.com/scl/fi/35dns77n9k9em9b4rq5xc/Situaci-n-Economica-Financiera-Anual-Cuadros-para-Memoria-Anual-2025.pdf?rlkey=zqu0e0sjcwo5zjk6zzsy8hals&st=jm519m88&dl=1
06260,Esteban Echeverría,Pendiente,,,,,,,338480.0,,,
06266,Exaltación de la Cruz,2026 verificado,2026,2026-06-30,,51225817145.33,current,1275575.02,40159.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.exaltaciondelacruz.gob.ar/?wpdmpro=situacion-economico-financiera-1o-semestre-2026&wpdmdl=6940&refresh=6a9f3d9f2bb721788820895
06270,Ezeiza,Histórico,2025,2025-12-31,,126306493295.37,current,626797.02,201511.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.ezeiza.gob.ar/descargas/CTA_Sit_Eco 2025.pdf
06274,Florencio Varela,2026 verificado,2026,2026-06-30,,212198190644.07,current,427445.78,496433.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://florenciovarela.gob.ar/informeseconomicos/imagenes/2026/situacioneconomicofinanciera-del01012026al30062026.pdf
06277,Florentino Ameghino,2026 verificado,2026,2026-06-30,,14914423609.36,current,1382245.01,10790.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://ameghino.gob.ar/wp-content/uploads/2026/07/Situacion-Economico-Financiera-al-30-06-2026-Para-Publicar.pdf
06280,General Alvarado,2026 verificado,2026,2026-06-30,,40072787699.22,current,880217.63,45526.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://mga.gov.ar/wp-content/uploads/Situacion-Economica-Financiera-2oTrim_260703_122906.pdf
06287,General Alvear,2026 verificado,2026,2026-06-30,,17713881055.83,current,1359364.67,13031.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://munialvear.gov.ar/wp-content/uploads/hacienda/Situacion%20Economica%20Financiera%201º%20Semestre.pdf
06294,General Arenales,Pendiente,,,,,,,16350.0,,,
06301,General Belgrano,2026 verificado,2026,2026-06-30,,24901405614.16,current,1197701.20,20791.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://gestion.generalbelgrano.gob.ar/gobiernoabierto/2026/Información Financiera/Situacion economico-financiera al 30.06.2026.pdf
06308,General Guido,2026 verificado,2026,2026-03-31,,10194061883.40,current,3211739.72,3174.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.generalguido.gob.ar/sites/default/files/seagate_crystal_reports_-_cta_sit_eco_2.pdf
06315,General Juan Madariaga,2026 verificado,2026,2026-06-30,,30975757623.00,current,1369154.77,22624.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.madariaga.gob.ar/uploads_archivos/rendicion_de_cuentas/edo_economico_financiero_30-6.pdf
06322,General La Madrid,2026 verificado,2026,2026-06-30,,29243429040.74,current,2517079.45,11618.0,Administración municipal y Concejo Deliberante según el documento publicado. No se agregan cuentas separadas de otros organismos.,Autorización anual de gasto. El vigente incorpora las modificaciones hasta el corte indicado; no es caja disponible ni gasto ejecutado.,https://www.lamadrid.gob.ar/wp-content/uploads/2026/07/Situacion-Ec.-Fciera-30.06.2026.pdf
06329,General Las Heras,2026 verificado,2026,2026-06-30,,20293962203.96,current,1126066.04,18022.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://gobiernodelasheras.com/wp-content/uploads/2026/07/SITECOFIN-1SEM-2026.pdf
06336,General Lavalle,2026 verificado,2026,2026-06-30,,12642677582.07,current,2596032.36,4870.0,Administración municipal y Concejo Deliberante según el documento publicado. No se agregan cuentas separadas de otros organismos.,Autorización anual de gasto. El vigente incorpora las modificaciones hasta el corte indicado; no es caja disponible ni gasto ejecutado.,https://www.generallavalle.gob.ar/uploads_archivos/situacion-economica-financiera-al-30-06-2026-15.pdf
06343,General Paz,2026 verificado,2026,2025-12-01,17792227114.79,,original,1252356.38,14207.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://sibom.slyt.gba.gov.ar/bulletins/14070/contents/2323090
06351,General Pinto,2026 verificado,2026,2026-03-31,21980000000.00,23130109390.63,current,1787351.01,12941.0,Administración municipal y Concejo Deliberante según el documento publicado. No se agregan cuentas separadas de otros organismos.,Autorización anual de gasto. El vigente incorpora las modificaciones hasta el corte indicado; no es caja disponible ni gasto ejecutado.,https://pinto.cloudnetworkengine.com/upload/ESTADODEEJECUCIONDEGASTOSPORFINALIDADYFUNCIONAL310320261776692403.zip
06357,General Pueyrredon,2026 verificado,2026,2026-06-30,,490812167631.76,current,735759.87,667082.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.mardelplata.gob.ar/documentos/gobierno_abierto/situacion%20economico%20fciera%2030-06-26.pdf
06364,General Rodríguez,2026 verificado,2026,2026-06-30,,110913608586.99,current,777201.22,142709.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://generalrodriguez.gob.ar/uploads/pdf/situacionecono/econo-financiera-al30062026.pdf
06371,General San Martín,2026 verificado,2026,2026-06-30,333980910000.00,400567135774.37,current,889013.23,450575.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://im.sanmartin.gov.ar/uploads/1785210659-Estado%20de%20Ejecuci%C3%B3n%20de%20Gastos%20por%20Car%C3%A1cter%20Econ%C3%B3mico%20Junio%202026.pdf
06385,General Viamonte,2026 verificado,2026,2026-03-31,,29370464719.85,current,1296766.51,22649.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://pd00200-my.sharepoint.com/:b:/g/personal/prensa_generalviamonte_gob_ar/IQBUMfTAXw3dTJQc4zr8EXykAYJN_5JaiTWL_nKlhuPXkko?e=QdyH43&download=1
06392,General Villegas,2026 verificado,2026,2026-06-30,,49974392506.95,current,1417673.04,35251.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://villegas.gob.ar/wp-content/uploads/2026/07/CTA_Sit_Eco_30_06_26.pdf
06399,Guaminí,2026 verificado,2026,2026-06-30,,27713675360.98,current,2348417.54,11801.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://guamini.gob.ar/img/portal/SIT-ECO-FINC-2026-TRM2.pdf
06406,Hipólito Yrigoyen,2026 verificado,2026,2026-06-30,,18441546475.61,current,1729813.95,10661.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.hipolitoyrigoyen.gob.ar/sites/default/files/situacion_economica_financiera_30-06-26.pdf
06408,Hurlingham,Pendiente,,,,,,,185641.0,,,
06410,Ituzaingó,Histórico,2024,2024-12-30,,51973967118.11,current,288372.58,180232.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.miituzaingo.gov.ar/sites/default/files/informacion_economica_financiera/Balances/2024/SITUACION%20ECONOMICA%20FINANCIERA%202024.pdf
06412,José C. Paz,2026 verificado,2026,2026-06-30,,180238270680.87,current,551200.86,326992.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://josecpaz.gob.ar/wp-content/uploads/2026/07/SITUACION-ECONOMICO-FINANCIERA-AL-30-06-26.pdf
06413,Junín,2026 verificado,2026,2026-06-30,,60160520000.00,current,579653.71,103787.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.junin.gob.ar/sites/default/files/1er_semestre_2026.pdf
06420,La Costa,Pendiente,,,,,,,100689.0,,,
06427,La Matanza,2026 verificado,2026,2026-06-30,,715914917824.41,current,388820.68,1841247.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.lamatanza.gov.ar/upload/pdf/economia/informes/2026/2_trim/4.pdf
06441,La Plata,2026 verificado,2026,2026-03-31,,462290471914.65,current,601572.57,768470.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.laplata.gob.ar/descargas/presupuestos/2026/Situacion%20Econmico%20Financiera%20-%201er%20Trimestre%202026.pdf
06434,Lanús,2026 verificado,2026,2026-06-30,,274269251020.77,current,594599.77,461267.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.lanus.gob.ar/documentos-oficiales/1419/situacion-economico-financiera-1er-semestre-2026/descargar
06448,Laprida,Pendiente,,,,,,,11646.0,,,
06455,Las Flores,2026 verificado,2026,2025-12-29,26074655913.00,,original,957254.52,27239.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://sibom.slyt.gba.gov.ar/bulletins/14179/contents/2338663
06462,Leandro N. Alem,Pendiente,,,,,,,17266.0,,,
06466,Lezama,Histórico,2024,2024-12-31,,6056653138.38,current,973581.92,6221.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://lezama.gov.ar/wp-content/uploads/2025/06/resena-anual-2024.pdf
06469,Lincoln,Pendiente,,,,,,,45506.0,,,
06476,Lobería,2026 verificado,2026,2026-06-30,,33034697859.78,current,1810814.99,18243.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.loberia.gov.ar/sites/default/files/situacion_economico-financiera_al_30-06-2026_firmado.pdf
06483,Lobos,2026 verificado,2026,2026-06-30,,21530853261.60,current,515585.57,41760.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://lobos.gov.ar/estadoscontables/2026_situacioneconomicofinanciera.pdf
06490,Lomas de Zamora,Pendiente,,,,,,,690323.0,,,
06497,Luján,2026 verificado,2026,2026-06-30,,109051654423.50,current,982376.54,111008.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,http://luj-bue-datos.paisdigital.innovacion.gob.ar/dataset/5163385a-3db9-48c2-8e73-be3946582ff5/resource/e9e63f97-419d-4525-9bf8-7b724378c64a/download/1-semestre-2026-sit-economico-fciera.pdf
06505,Magdalena,Pendiente,,,,,,,26830.0,,,
06511,Maipú,Pendiente,,,,,,,11323.0,,,
06515,Malvinas Argentinas,2026 verificado,2026,2026-06-30,,431543726744.00,current,1230612.27,350674.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.malvinasargentinas.gob.ar/docs/informe-economico/situacion_economica_financiera_periodo_01012026_al_30062026.pdf
06518,Mar Chiquita,2026 verificado,2026,2025-11-28,51456967481.80,,original,1554121.64,33110.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://sibom.slyt.gba.gov.ar/bulletins/14126/contents/2330742
06525,Marcos Paz,Pendiente,,,,,,,67011.0,,,
06532,Mercedes,2026 verificado,2026,2026-06-30,,60204193599.15,current,824940.99,72980.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://datosabiertos.mercedes.gob.ar/dataset/ccae7d2b-5e29-47c0-bdc3-bbc724f722a4/resource/88aaca48-3bc9-4d18-84dc-46da0bbd4e7d/download/situacion-economica-financiera-2-trimestre-1.pdf
06539,Merlo,Pendiente,,,,,,,582486.0,,,
06547,Monte,2026 verificado,2026,2025-12-26,15192000000.00,,original,610905.58,24868.0,Administración municipal y Concejo Deliberante según el documento publicado. No se agregan cuentas separadas de otros organismos.,Presupuesto aprobado original. No se presume que conserve el mismo monto después de sus modificaciones.,https://drive.google.com/file/d/1drebixbXgLLTxSaD7knY6jzpZjVyH8Kx/view?usp=drive_link
06553,Monte Hermoso,2026 verificado,2026,2025-12-23,28667169000.00,,original,3386552.75,8465.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://sibom.slyt.gba.gov.ar/bulletins/15542/contents/2426628
06560,Moreno,2026 verificado,2026,2026-03-31,,436569226243.75,current,757101.98,576632.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://moreno.gob.ar/docs/documento_974_situacion_econ-financiera_primer_trimestre_2026.pdf
06568,Morón,Pendiente,,,,,,,331183.0,,,
06574,Navarro,Pendiente,,,,,,,19899.0,,,
06581,Necochea,2026 verificado,2026,2026-06-30,,104803267793.17,current,1026376.14,102110.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://necochea.gov.ar/descargas/transparencia/economica/2026/Situacion-Economico-Financiera-a-30-06-2026.pdf
06595,Olavarría,2026 verificado,2026,2026-06-30,,140115444711.99,current,1114229.27,125751.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.olavarria.gov.ar/wp-content/uploads/2026/07/ESTADO-DE-SITUACION-ECONOMICA-Y-FINANCIERA-AL-30-06-2026.pdf
