id;municipio;tema;estado;periodo;documentoNecesario;portal;revision
06007;Adolfo Alsina;Deuda de personas;Incorporado;2026-07;;https://gobabierto.ar/adolfoalsina/transparenciafiscal/;2026-09-11
06007;Adolfo Alsina;Préstamos y depósitos bancarios;Incorporado;2024-12;;https://gobabierto.ar/adolfoalsina/transparenciafiscal/;2026-09-11
06007;Adolfo Alsina;Empleo industrial;Incorporado;2025-12;;https://gobabierto.ar/adolfoalsina/transparenciafiscal/;2026-09-11
06007;Adolfo Alsina;Desempleo, informalidad y pobreza por ingresos;Sin serie comparable para 135;;"Encuesta representativa del municipio con metodología y muestra; los datos por aglomerado no representan automáticamente cada partido.";https://gobabierto.ar/adolfoalsina/transparenciafiscal/;2026-09-11
06014;Adolfo Gonzales Chaves;Cuenta fiscal comparable;Incorporado;enero–junio 2026;;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Presupuesto original 2026;Pendiente;2026;"Ordenanza de presupuesto 2026 aprobada y total de erogaciones; identificar los organismos incluidos.";https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Presupuesto vigente 2026;Incorporado;2026-06-30;;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Saldo de tesorería;Pendiente;;Estado de tesorería conciliado: bancos, efectivo, valores y fondos afectados. El saldo total no equivale a caja libre.;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Caja libre;Pendiente;;Caja de libre disponibilidad conciliada, descontando fondos afectados y obligaciones exigibles.;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Stock de deuda municipal;Pendiente;;"Planilla de deuda consolidada y flotante, contratos, moneda y corte; separar pasivos contables y evitar sumarlos dos veces.";https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Calendario futuro de deuda;Pendiente;;"Planilla de vencimientos futuros de capital e intereses, por contrato y fecha; separar lo ya pagado del año.";https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Deuda con proveedores vencida;Pendiente;;Antigüedad y vencimiento de facturas pendientes, conciliados con la deuda flotante. Pendiente no significa vencida.;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Flujos fiscales mensuales;Pendiente;;"Ingresos percibidos y gastos devengados por mes, sin acumulación; necesarios para ajustar cada flujo por IPC.";https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Cierres fiscales anuales 2021–2025;Sin serie anual incorporada;;"CAIF de cierre anual 2021–2025 con los mismos organismos; no anualizar semestres.";https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Transferencias provinciales;Incorporado;2025-01 a 2026-07;;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Empleo y salarios privados formales;Incorporado;2019-01 a 2025-12;;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Población y condiciones de vida;Incorporado;Censo 2022;;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Producto municipal;Incorporado;"2021–2023; precios 2004";;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Delitos registrados;Incorporado;2024–2025;;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Deuda de personas;Incorporado;2026-07;;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Préstamos y depósitos bancarios;Incorporado;2024-12;;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Empleo industrial;Incorporado;2025-12;;https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06014;Adolfo Gonzales Chaves;Desempleo, informalidad y pobreza por ingresos;Sin serie comparable para 135;;"Encuesta representativa del municipio con metodología y muestra; los datos por aglomerado no representan automáticamente cada partido.";https://gonzaleschaves.gob.ar/transparencia-2026/;2026-09-11
06021;Alberti;Cuenta fiscal comparable;Incorporado;enero–junio 2026;;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Presupuesto original 2026;Pendiente;2026;"Ordenanza de presupuesto 2026 aprobada y total de erogaciones; identificar los organismos incluidos.";https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Presupuesto vigente 2026;Incorporado;2026-06-30;;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Saldo de tesorería;Pendiente;;Estado de tesorería conciliado: bancos, efectivo, valores y fondos afectados. El saldo total no equivale a caja libre.;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Caja libre;Pendiente;;Caja de libre disponibilidad conciliada, descontando fondos afectados y obligaciones exigibles.;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Stock de deuda municipal;Pendiente;;"Planilla de deuda consolidada y flotante, contratos, moneda y corte; separar pasivos contables y evitar sumarlos dos veces.";https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Calendario futuro de deuda;Pendiente;;"Planilla de vencimientos futuros de capital e intereses, por contrato y fecha; separar lo ya pagado del año.";https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Deuda con proveedores vencida;Pendiente;;Antigüedad y vencimiento de facturas pendientes, conciliados con la deuda flotante. Pendiente no significa vencida.;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Flujos fiscales mensuales;Pendiente;;"Ingresos percibidos y gastos devengados por mes, sin acumulación; necesarios para ajustar cada flujo por IPC.";https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Cierres fiscales anuales 2021–2025;Sin serie anual incorporada;;"CAIF de cierre anual 2021–2025 con los mismos organismos; no anualizar semestres.";https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Transferencias provinciales;Incorporado;2025-01 a 2026-07;;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Empleo y salarios privados formales;Incorporado;2019-01 a 2025-12;;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Población y condiciones de vida;Incorporado;Censo 2022;;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Producto municipal;Incorporado;"2021–2023; precios 2004";;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Delitos registrados;Incorporado;2024–2025;;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Deuda de personas;Incorporado;2026-07;;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Préstamos y depósitos bancarios;Reservado o sin cifra de origen;2024-12;"Cifra publicada por localización BCRA/DPE; las reservas estadísticas no se completan con cero.";https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Empleo industrial;Incorporado;2025-12;;https://alberti.gov.ar/transparencia;2026-09-11
06021;Alberti;Desempleo, informalidad y pobreza por ingresos;Sin serie comparable para 135;;"Encuesta representativa del municipio con metodología y muestra; los datos por aglomerado no representan automáticamente cada partido.";https://alberti.gov.ar/transparencia;2026-09-11
06028;Almirante Brown;Cuenta fiscal comparable;Pendiente;enero–junio 2026;Cuenta ahorro-inversión-financiamiento (CAIF) enero–junio 2026, o ejecuciones por carácter económico conciliadas que excluyan financiamiento.;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Presupuesto original 2026;Pendiente;;"Ordenanza de presupuesto 2026 aprobada y total de erogaciones; identificar los organismos incluidos.";https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Presupuesto vigente 2026;Pendiente;;Crédito anual vigente 2026 y modificaciones, con fecha de corte y saldo inicial anual.;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Saldo de tesorería;Pendiente;;Estado de tesorería conciliado: bancos, efectivo, valores y fondos afectados. El saldo total no equivale a caja libre.;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Caja libre;Pendiente;;Caja de libre disponibilidad conciliada, descontando fondos afectados y obligaciones exigibles.;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Stock de deuda municipal;Pendiente;;"Planilla de deuda consolidada y flotante, contratos, moneda y corte; separar pasivos contables y evitar sumarlos dos veces.";https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Calendario futuro de deuda;Pendiente;;"Planilla de vencimientos futuros de capital e intereses, por contrato y fecha; separar lo ya pagado del año.";https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Deuda con proveedores vencida;Pendiente;;Antigüedad y vencimiento de facturas pendientes, conciliados con la deuda flotante. Pendiente no significa vencida.;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Flujos fiscales mensuales;Pendiente;;"Ingresos percibidos y gastos devengados por mes, sin acumulación; necesarios para ajustar cada flujo por IPC.";https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Cierres fiscales anuales 2021–2025;Sin serie anual incorporada;;"CAIF de cierre anual 2021–2025 con los mismos organismos; no anualizar semestres.";https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Transferencias provinciales;Incorporado;2025-01 a 2026-07;;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Empleo y salarios privados formales;Incorporado;2019-01 a 2025-12;;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Población y condiciones de vida;Incorporado;Censo 2022;;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Producto municipal;Incorporado;"2021–2023; precios 2004";;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Delitos registrados;Incorporado;2024–2025;;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Deuda de personas;Incorporado;2026-07;;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Préstamos y depósitos bancarios;Incorporado;2024-12;;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Empleo industrial;Incorporado;2025-12;;https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06028;Almirante Brown;Desempleo, informalidad y pobreza por ingresos;Sin serie comparable para 135;;"Encuesta representativa del municipio con metodología y muestra; los datos por aglomerado no representan automáticamente cada partido.";https://www.almirantebrown.gov.ar/estado-contable-2023;2026-09-11
06077;Arrecifes;Cuenta fiscal comparable;Incorporado;enero–junio 2026;;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Presupuesto original 2026;Pendiente;2026;"Ordenanza de presupuesto 2026 aprobada y total de erogaciones; identificar los organismos incluidos.";https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Presupuesto vigente 2026;Incorporado;2026-06-30;;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Saldo de tesorería;Pendiente;;Estado de tesorería conciliado: bancos, efectivo, valores y fondos afectados. El saldo total no equivale a caja libre.;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Caja libre;Pendiente;;Caja de libre disponibilidad conciliada, descontando fondos afectados y obligaciones exigibles.;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Stock de deuda municipal;Pendiente;;"Planilla de deuda consolidada y flotante, contratos, moneda y corte; separar pasivos contables y evitar sumarlos dos veces.";https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Calendario futuro de deuda;Pendiente;;"Planilla de vencimientos futuros de capital e intereses, por contrato y fecha; separar lo ya pagado del año.";https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Deuda con proveedores vencida;Pendiente;;Antigüedad y vencimiento de facturas pendientes, conciliados con la deuda flotante. Pendiente no significa vencida.;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Flujos fiscales mensuales;Pendiente;;"Ingresos percibidos y gastos devengados por mes, sin acumulación; necesarios para ajustar cada flujo por IPC.";https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Cierres fiscales anuales 2021–2025;Sin serie anual incorporada;;"CAIF de cierre anual 2021–2025 con los mismos organismos; no anualizar semestres.";https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Transferencias provinciales;Incorporado;2025-01 a 2026-07;;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Empleo y salarios privados formales;Incorporado;2019-01 a 2025-12;;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Población y condiciones de vida;Incorporado;Censo 2022;;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Producto municipal;Incorporado;"2021–2023; precios 2004";;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Delitos registrados;Incorporado;2024–2025;;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Deuda de personas;Incorporado;2026-07;;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Préstamos y depósitos bancarios;Incorporado;2024-12;;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Empleo industrial;Incorporado;2025-12;;https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06077;Arrecifes;Desempleo, informalidad y pobreza por ingresos;Sin serie comparable para 135;;"Encuesta representativa del municipio con metodología y muestra; los datos por aglomerado no representan automáticamente cada partido.";https://arrecifes.gob.ar/2026-2/rendicion-de-cuentas/;2026-09-11
06035;Avellaneda;Cuenta fiscal comparable;Incorporado;enero–junio 2026;;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Presupuesto original 2026;Pendiente;2026;"Ordenanza de presupuesto 2026 aprobada y total de erogaciones; identificar los organismos incluidos.";https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Presupuesto vigente 2026;Incorporado;2026-06-30;;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Saldo de tesorería;Pendiente;;Estado de tesorería conciliado: bancos, efectivo, valores y fondos afectados. El saldo total no equivale a caja libre.;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Caja libre;Pendiente;;Caja de libre disponibilidad conciliada, descontando fondos afectados y obligaciones exigibles.;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Stock de deuda municipal;Pendiente;;"Planilla de deuda consolidada y flotante, contratos, moneda y corte; separar pasivos contables y evitar sumarlos dos veces.";https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Calendario futuro de deuda;Pendiente;;"Planilla de vencimientos futuros de capital e intereses, por contrato y fecha; separar lo ya pagado del año.";https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Deuda con proveedores vencida;Pendiente;;Antigüedad y vencimiento de facturas pendientes, conciliados con la deuda flotante. Pendiente no significa vencida.;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Flujos fiscales mensuales;Pendiente;;"Ingresos percibidos y gastos devengados por mes, sin acumulación; necesarios para ajustar cada flujo por IPC.";https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Cierres fiscales anuales 2021–2025;Sin serie anual incorporada;;"CAIF de cierre anual 2021–2025 con los mismos organismos; no anualizar semestres.";https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Transferencias provinciales;Incorporado;2025-01 a 2026-07;;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Empleo y salarios privados formales;Incorporado;2019-01 a 2025-12;;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Población y condiciones de vida;Incorporado;Censo 2022;;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Producto municipal;Incorporado;"2021–2023; precios 2004";;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Delitos registrados;Incorporado;2024–2025;;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Deuda de personas;Incorporado;2026-07;;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Préstamos y depósitos bancarios;Incorporado;2024-12;;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Empleo industrial;Incorporado;2025-12;;https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06035;Avellaneda;Desempleo, informalidad y pobreza por ingresos;Sin serie comparable para 135;;"Encuesta representativa del municipio con metodología y muestra; los datos por aglomerado no representan automáticamente cada partido.";https://www.mda.gob.ar/gobierno/secretaria-de-hacienda-y-administracion/situacion-economica-financiera/;2026-09-11
06042;Ayacucho;Cuenta fiscal comparable;Incorporado;enero–junio 2026;;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Presupuesto original 2026;Incorporado;2026;;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Presupuesto vigente 2026;Incorporado;2026-03-31;;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Saldo de tesorería;Pendiente;;Estado de tesorería conciliado: bancos, efectivo, valores y fondos afectados. El saldo total no equivale a caja libre.;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Caja libre;Pendiente;;Caja de libre disponibilidad conciliada, descontando fondos afectados y obligaciones exigibles.;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Stock de deuda municipal;Pendiente;;"Planilla de deuda consolidada y flotante, contratos, moneda y corte; separar pasivos contables y evitar sumarlos dos veces.";https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Calendario futuro de deuda;Pendiente;;"Planilla de vencimientos futuros de capital e intereses, por contrato y fecha; separar lo ya pagado del año.";https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Deuda con proveedores vencida;Pendiente;;Antigüedad y vencimiento de facturas pendientes, conciliados con la deuda flotante. Pendiente no significa vencida.;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Flujos fiscales mensuales;Pendiente;;"Ingresos percibidos y gastos devengados por mes, sin acumulación; necesarios para ajustar cada flujo por IPC.";https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Cierres fiscales anuales 2021–2025;Sin serie anual incorporada;;"CAIF de cierre anual 2021–2025 con los mismos organismos; no anualizar semestres.";https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Transferencias provinciales;Incorporado;2025-01 a 2026-07;;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Empleo y salarios privados formales;Incorporado;2019-01 a 2025-12;;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Población y condiciones de vida;Incorporado;Censo 2022;;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Producto municipal;Incorporado;"2021–2023; precios 2004";;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Delitos registrados;Incorporado;2024–2025;;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Deuda de personas;Incorporado;2026-07;;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Préstamos y depósitos bancarios;Reservado o sin cifra de origen;2024-12;"Cifra publicada por localización BCRA/DPE; las reservas estadísticas no se completan con cero.";https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Empleo industrial;Incorporado;2025-12;;https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06042;Ayacucho;Desempleo, informalidad y pobreza por ingresos;Sin serie comparable para 135;;"Encuesta representativa del municipio con metodología y muestra; los datos por aglomerado no representan automáticamente cada partido.";https://www.ayacucho.gob.ar/?q=transparencia-fiscal-municipal;2026-09-11
06049;Azul;Cuenta fiscal comparable;Pendiente;enero–junio 2026;Cuenta ahorro-inversión-financiamiento (CAIF) enero–junio 2026, o ejecuciones por carácter económico conciliadas que excluyan financiamiento.;https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf;2026-09-11
06049;Azul;Presupuesto original 2026;Pendiente;2026;"Ordenanza de presupuesto 2026 aprobada y total de erogaciones; identificar los organismos incluidos.";https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf;2026-09-11
06049;Azul;Presupuesto vigente 2026;Incorporado;2026-03-31;;https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf;2026-09-11
06049;Azul;Saldo de tesorería;Pendiente;;Estado de tesorería conciliado: bancos, efectivo, valores y fondos afectados. El saldo total no equivale a caja libre.;https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf;2026-09-11
06049;Azul;Caja libre;Pendiente;;Caja de libre disponibilidad conciliada, descontando fondos afectados y obligaciones exigibles.;https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf;2026-09-11
06049;Azul;Stock de deuda municipal;Pendiente;;"Planilla de deuda consolidada y flotante, contratos, moneda y corte; separar pasivos contables y evitar sumarlos dos veces.";https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf;2026-09-11
06049;Azul;Calendario futuro de deuda;Pendiente;;"Planilla de vencimientos futuros de capital e intereses, por contrato y fecha; separar lo ya pagado del año.";https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf;2026-09-11
06049;Azul;Deuda con proveedores vencida;Pendiente;;Antigüedad y vencimiento de facturas pendientes, conciliados con la deuda flotante. Pendiente no significa vencida.;https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf;2026-09-11
06049;Azul;Flujos fiscales mensuales;Pendiente;;"Ingresos percibidos y gastos devengados por mes, sin acumulación; necesarios para ajustar cada flujo por IPC.";https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf;2026-09-11
